app_name,Unnamed: 1,app_description,user1,user2,user3,ui_tars_humanity_rotate,mobile_agent_e_claude_sonnet_3_7_humanity_rotate,mobile_agent_e_gpt_4o_1228_humanity_rotate,ui_tars_raw,mobile_agent_e_gpt_4o_1228_raw,mobile_agent_e_claude_sonnet_3_7_raw,cpm_gui_agent_raw,cpm_gui_agent_humanity_rotate,ui_tars_only_swipe,ui_tars_only_tap,mobile_agent_e_gpt_4o_only_swipe,mobile_agent_e_gpt_4o_rot_tap_and_faked,ui_tars_rot_tap_and_faked,user4,user5,user6,user7,open_autoglm_agent_raw,open_autoglm_agent_rot_tap_unclear,open_autoglm_rot_tap_fake_unclear,...
爱奇艺,,在电影区选择一部近期上映的影片，查看其演员表、剧情简介、评价，以及是否支持高清播放。,,,,,,,,,,,,,,,,,,,,
爱奇艺,,观看视频时，更改视频画质（例如从标清切换到高清或超清），或开启/关闭字幕。,,,,,,,,,,,,,,,,,,,,
爱奇艺,,浏览VIP/付费内容专区，查看哪些节目是VIP专属，然后了解会员订阅流程和费用。,,,,,,,,,,,,,,,,,,,,
爱奇艺,,搜索一部特定的电视剧或电影（如《庆余年》），进入其详情页，查看剧情简介和演员信息。,,,,,,,,,,,,,,,,,,,,
爱奇艺,,浏览推荐或热门影视内容，选择一部电影或剧集，进入播放页面，但不开始播放。,,,,,,,,,,,,,,,,,,,,
哔哩哔哩,"游戏解说, 搜索",搜索关键词“游戏解说”,,,,,,,,,,,,,,,,,,,,
哔哩哔哩,"简介, 评论",搜索关键词“游戏解说”，对搜索结果按播放量排序，选择一个视频。,,,,,,,,,,,,,,,,,,,,
哔哩哔哩,"哈哈, 发布",搜索关键词“游戏解说”，对搜索结果按播放量排序，选择一个视频，并对它点赞、收藏，编辑评论“哈哈”。,,,,,,,,,,,,,,,,,,,,
哔哩哔哩,"公开课, 学科课程",查看公开课分区，展示学科课程栏目的内容。,,,,,,,,,,,,,,,,,,,,
哔哩哔哩,"公开课, 学科课程, 收藏最多",查看公开课分区，展示学科课程栏目的内容，查看交叉学科相关的视频，并按照收藏数排序。,,,,,,,,,,,,,,,,,,,,
哔哩哔哩,"好好好, 发布",查看公开课分区，展示学科课程栏目的内容，查看交叉学科相关的视频，并按照收藏数排序，在收藏量最高的视频下面发送评论“好好好”。（停留在评论发送页面）,,,,,,,,,,,,,,,,,,,,
哔哩哔哩,"消息, 聊天列表",浏览个人消息通知。,,,,,,,,,,,,,,,,,,,,
哔哩哔哩,动态,浏览个人消息通知，挑选一个聊天，查看好友动态。,,,,,,,,,,,,,,,,,,,,
哔哩哔哩,"评论, 哈哈",浏览个人消息通知，挑选一个聊天，查看好友动态，点赞好友的一条动态，编辑评论“哈哈”。,,,,,,,,,,,,,,,,,,,,
菜鸟裹裹,地址,在我的页面中查看“收货地址”,,,,,,,,,,,,,,,,,,,,
菜鸟裹裹,"收货地址, 收件人, 张三",在我的页面中选择收货地址，选择添加收货地址，姓名输入张三，手机号输入123456789,,,,,,,,,,,,,,,,,,,,
菜鸟裹裹,"我的地址, 张三, 九龙城区",在我的页面中选择收货地址，选择添加收货地址，姓名输入张三，手机号输入123456789，详细地址输入无，地区选择九龙的九龙城区，然后保存这个收货地址。,,,,,,,,,,,,,,,,,,,,
高德地图,美食,搜索附近的餐厅。,,,,,,,,,,,,,,,,,,,,
高德地图,"导航, 路线",搜索附近的餐厅，按照好评优先排序，并点击列表里面的一家餐厅。,,,,,,,,,,,,,,,,,,,,
高德地图,"公交, 推荐",搜索附近的餐厅，按照好评优先排序，并点击列表里面的一家餐厅，查看用户详情然后点击“路线”来规划乘公交从当前位置到达该餐厅的路线。,,,,,,,,,,,,,,,,,,,,
高德地图,"超市, 位置距离, 推荐排序",查找附近的超市。,,,,,,,,,,,,,,,,,,,,
高德地图,"我的位置, 驾车, 开始导航",查找附近的超市，点击其中一个超市，点击“路线”来规划路线。,,,,,,,,,,,,,,,,,,,,
高德地图,"我的位置, 加油站, 驾车, 开始导航",查找附近的超市，点击其中一个超市，点击“路线”来规划路线，然后查看周围是否有加油站，选择一个合适的加油站作为经停点并确认最佳的驾车路线。,,,,,,,,,,,,,,,,,,,,
高德地图,"著名景区, 位置距离, 推荐排序",进入附近界面，点击旅游，进入著名景区界面,,,,,,,,,,,,,,,,,,,,
高德地图,太阳岛风景区,进入附近界面，点击旅游，进入著名景区界面，切换到哈尔滨。将推荐排序换为好评优先，选择太阳岛风景区,,,,,,,,,,,,,,,,,,,,
高德地图,提交订单,进入附近界面，点击旅游，进入著名景区界面，切换到哈尔滨。将推荐排序换为好评优先，选择太阳岛风景区。点击实用信息查看相关消息，购买太阳岛寒地野生动物园的票，进入订单界面。,,,,,,,,,,,,,,,,,,,,
航旅纵横,"北京, 深圳",搜索某个月份16号北京到深圳的机票,,,,,,,,,,,,,,,,,,,,
航旅纵横,"首都大兴, 宝安",搜索某个月份16号北京到深圳的机票，筛选起飞时段为12:00-18:00并规定舱位为经济舱,,,,,,,,,,,,,,,,,,,,
航旅纵横,"经济舱, 大兴",搜索某个月份16号北京到深圳的机票，筛选起飞时段为12:00-18:00并规定舱位为经济舱，从中选择一班飞机，并查看退改签详细信息,,,,,,,,,,,,,,,,,,,,
航旅纵横,"深圳, 筛选, 酒店",进入酒店信息界面，选择某个月份16日-18日深圳的酒店预定,,,,,,,,,,,,,,,,,,,,
航旅纵横,"星级, 好评优先, 筛选",进入酒店信息界面，选择某个月份16日-18日深圳的酒店预定，筛选品牌为“全部经济酒店”，推荐顺序为好评优先,,,,,,,,,,,,,,,,,,,,
航旅纵横,封面,进入酒店信息界面，选择某个月份16日-18日深圳的酒店预定，筛选品牌为“全部经济酒店”，推荐顺序为好评优先，选择位置在机场附近的一家酒店,,,,,,,,,,,,,,,,,,,,
好大夫,"订单列表, 全部",查看个人的全部订单,,,,,,,,,,,,,,,,,,,,
好大夫,神经外科,查看个人的全部订单。回到首页在专家门诊中查找神经外科有关的医生,,,,,,,,,,,,,,,,,,,,
好大夫,预约,查看个人的全部订单。回到首页在专家门诊中查找神经外科有关的医生，选择一位医生申请服务并预约挂号，时间任意选择。,,,,,,,,,,,,,,,,,,,,
好大夫,"失眠, 介绍",进入知识界面，选择失眠选项，查看介绍。,,,,,,,,,,,,,,,,,,,,
好大夫,"北京, 推荐, 医院",进入知识界面，选择失眠选项，查看介绍。点击推荐医院，更改地区为北京全部。,,,,,,,,,,,,,,,,,,,,
好大夫,信息,进入知识界面，选择失眠选项，查看介绍。点击推荐医院，更改地区为北京全部。点击排行第一的医院并选择一位专家将其加入备选，并点击预约挂号查看预约信息。,,,,,,,,,,,,,,,,,,,,
美团,螺蛳粉,搜索一家附近的螺蛳粉店。,,,,,,,,,,,,,,,,,,,,
美团,螺蛳粉,搜索一家附近的螺蛳粉店，并查看店内评分、评论以及菜品。,,,,,,,,,,,,,,,,,,,,
美团,"螺蛳粉, 订单",搜索一家附近的螺蛳粉店，并查看店内评分、评论以及菜品，然后下单一份螺蛳粉(停在支付前的订单界面)。,,,,,,,,,,,,,,,,,,,,
美团,健身,查找附近的一家健身馆。,,,,,,,,,,,,,,,,,,,,
美团,教练印象,查找附近的一家健身馆，查看一名高评价的健身教练介绍。,,,,,,,,,,,,,,,,,,,,
美团,"订单, 支付",查找附近的一家健身馆，查看一名高评价的健身教练介绍并且购买票。（停留在订单界面）,,,,,,,,,,,,,,,,,,,,
美团,"浏览记录, 商户",查看浏览过的商品或商家,,,,,,,,,,,,,,,,,,,,
美团,评价,为浏览过的商品或商家并撰写评论“Hello world”,,,,,,,,,,,,,,,,,,,,
美团,评价详情,为浏览过的商品或商家撰写评论“Hello world”，回到个人主页，查看自己刚刚发布的评论,,,,,,,,,,,,,,,,,,,,
去哪儿,"国内, 海外, 入住, 离店, 东京",在首页选择民宿 客栈，选择海外，城市选择东京,,,,,,,,,,,,,,,,,,,,
去哪儿,"海外, 入住, 离店, 6日, 19日",在首页选择民宿 客栈，选择海外，城市选择东京，入住时间选择为某个月份的6日，离店时间选择为某个月份的19日,,,,,,,,,,,,,,,,,,,,
去哪儿,"东京, 搜索, 2人, 2床, 1居",在首页选择民宿 客栈，选择海外，城市选择东京，入住时间选择为某个月份的6日，离店时间选择为某个月份的19日，入住条件中总人数选择2人，床铺数选择2床，居室数选择1居,,,,,,,,,,,,,,,,,,,,
去哪儿,"机票, 单程, 往返, 乘机人",在首页选择机票，选择往返界面,,,,,,,,,,,,,,,,,,,,
去哪儿,"机票, 往返, 深圳, 南京",在首页选择机票，选择往返界面，出发城市选择深圳，抵达城市选择南京,,,,,,,,,,,,,,,,,,,,
去哪儿,"深圳, 南京, 9天, 去程, 返程",在首页选择机票，选择往返界面，出发城市选择深圳，抵达城市选择南京，出发日期定为某个月份9号，返回日期定为某个月份17号，点击搜索。,,,,,,,,,,,,,,,,,,,,
淘宝,华为P50,搜索“华为P50”。,,,,,,,,,,,,,,,,,,,,
淘宝,评价,搜索“华为P50”，点击一件商品查看详情，下拉查看评价。,,,,,,,,,,,,,,,,,,,,
淘宝,关注成功,搜索“华为P50”，点击一件商品查看详情，下拉查看评价，收藏此商品，进入店铺，关注此店铺。,,,,,,,,,,,,,,,,,,,,
淘宝,抹茶旦旦,搜索《抹茶旦旦》周边。,,,,,,,,,,,,,,,,,,,,
淘宝,抹茶旦旦,搜索《抹茶旦旦》周边，查看并选择一款拼图，加入购物车。,,,,,,,,,,,,,,,,,,,,
淘宝,"鬼灭之刃, 分享给好友",搜索《鬼灭之刃》动漫周边，查看并选择一款T恤，加入购物车，收藏商品，并且分享给好友（结束在分享页面前就可以）。,,,,,,,,,,,,,,,,,,,,
淘宝,男士洗发水,搜索男士洗发水。,,,,,,,,,,,,,,,,,,,,
淘宝,加入购物车,搜索男士洗发水，查看商品详情，然后加入购物车。,,,,,,,,,,,,,,,,,,,,
淘宝,"已关注, 已收藏, 加入购物车, 关注成功",搜索男士香水，查看商品详情并收藏，然后加入购物车，并将香水店铺放入店铺关注列表。,,,,,,,,,,,,,,,,,,,,
腾讯文档,"请输入标题, 请输入正文",新建一个空白文档,,,,,,,,,,,,,,,,,,,,
腾讯文档,"标题, 你好",新建一个空白文档，设置标题为“标题”，设置正文为“你好”,,,,,,,,,,,,,,,,,,,,
腾讯文档,"今天, 标题",新建一个空白文档，设置标题为“标题”，设置正文为“你好”，查看文档大纲后返回至主页,,,,,,,,,,,,,,,,,,,,
腾讯会议,"预定会议, 入会密码",预定一个常规会议，开启入会密码,,,,,,,,,,,,,,,,,,,,
腾讯会议,会议水印,预定一个常规会议，开启入会密码并将入会密码设置为“111111”后进入设置会议水印界面,,,,,,,,,,,,,,,,,,,,
腾讯会议,会议详情,预定一个常规会议，开启入会密码并将入会密码设置为“111111”，开启会议水印后完成设置。,,,,,,,,,,,,,,,,,,,,
今日头条,科技新闻,搜索关键词“科技新闻”。,,,,,,,,,,,,,,,,,,,,
今日头条,分享,搜索关键词“科技新闻”，查看前2条新闻。,,,,,,,,,,,,,,,,,,,,
今日头条,"分享, 收藏",搜索关键词“科技新闻”，查看前2条新闻，点赞并收藏。,,,,,,,,,,,,,,,,,,,,
今日头条,"设置, 编辑资料, 账号与安全",打开设置。,,,,,,,,,,,,,,,,,,,,
今日头条,"历史, 编辑, 关注",打开设置，清理缓存文件并查看历史记录。,,,,,,,,,,,,,,,,,,,,
今日头条,"消息, 私信, 评论",打开设置，清理缓存文件，查看历史记录并使用“一键清空”功能清空历史记录，然后浏览消息私信。,,,,,,,,,,,,,,,,,,,,
微博,"周末去哪儿玩, 综合",搜索“周末去哪儿玩”,,,,,,,,,,,,,,,,,,,,
微博,"深圳美食, 综合, 已关注",搜索“深圳美食”，关注两个发微博的用户。,,,,,,,,,,,,,,,,,,,,
微博,这个地方看起来不错,搜索“周末去哪儿玩”，关注两个发微博的用户并转发其中一条微博，附上评论“这个地方看起来不错”（并且停留在发送页面）,,,,,,,,,,,,,,,,,,,,
微博,李子柒,搜索用户名为“李子柒”的用户,,,,,,,,,,,,,,,,,,,,
微博,"李子柒, 全部微博",搜索用户名为“李子柒”的用户，关注该用户，浏览其最新发布的一条微博,,,,,,,,,,,,,,,,,,,,
微博,"腥味猫罐, 发送成功",搜索用户名为“腥味猫罐”的用户，关注该用户，浏览其发布的一条微博，并在这条微博下进行评论：“hello world”（并且发送出去）,,,,,,,,,,,,,,,,,,,,
小红书,"减肥食谱, 全部, 用户, 筛选",搜索一种名为“减肥食谱”的笔记。,,,,,,,,,,,,,,,,,,,,
小红书,"减肥食谱, 全部, 用户, 筛选",搜索一种名为“减肥食谱”的笔记，按照热度排序。,,,,,,,,,,,,,,,,,,,,
小红书,"发送, 很有用, 谢谢",搜索一种名为“减肥食谱”的笔记，按照热度排序，观看其中一个热度最高的笔记，点赞该笔记，收藏该笔记，然后编辑评论“很有用，谢谢“，停留在评论发送页面不要发送。,,,,,,,,,,,,,,,,,,,,
小红书,"关注, 说点什么",在首页切换至视频类别，观看一条推荐的视频笔记。,,,,,,,,,,,,,,,,,,,,
小红书,评论,在首页切换至视频类别，观看一条推荐的视频笔记点赞该视频，关注视频发布者，并查看视频评论区。,,,,,,,,,,,,,,,,,,,,
小红书,"已关注, 收藏成功",在首页观看一条推荐的视频笔记，点赞该视频，关注视频发布者，并查看视频评论区，随后查看该用户的其他笔记，并收藏其中两篇笔记。,,,,,,,,,,,,,,,,,,,,
有道词典,"高三, 图文",点击学习，搜索“高三”,,,,,,,,,,,,,,,,,,,,
有道词典,"评论, 发布",点击学习，搜索“高三”，进入图文分类点击一篇图文，查看评论,,,,,,,,,,,,,,,,,,,,
有道词典,"hello, world",点击学习，搜索“高三”，进入图文分类点击一篇图文，查看评论后发表评论“hello world”,,,,,,,,,,,,,,,,,,,,
知乎,"编程猫, 实时",搜索“编程猫”,,,,,,,,,,,,,,,,,,,,
知乎,"编程猫, 关注",搜索“编程猫”，搜索用户，并进入结果中一个用户的主页，查看其最新发布的文章,,,,,,,,,,,,,,,,,,,,
知乎,"编程猫, 评论",搜索“编程猫”，搜索用户，并进入结果中一个用户的主页，查看其最新发布的文章，点赞该文章，点击收藏，并在评论区发表评论“hello world”,,,,,,,,,,,,,,,,,,,,
知乎,"人工智能, 专栏",搜索“人工智能”专栏,,,,,,,,,,,,,,,,,,,,
知乎,评论,搜索“人工智能”专栏，查看一篇专栏中的文章并评论“hello world”,,,,,,,,,,,,,,,,,,,,
知乎,更改,搜索“人工智能”专栏，查看一篇专栏中的文章并评论“hello world”，并将该文章收藏,,,,,,,,,,,,,,,,,,,,
