type,duration,startX,startY,endX,endY,displacement,meanResultantLength,direction,v20,v50,v80,a20,a50,a80,v_last3_median,maxDevSigned,dev20,dev50,dev80,avgDirection,length,ratio_end_to_length,speed,acc_first5pct_median
humans,158641,876,1239,558,1304,324.5751068705054,0.9752695157574752,2.9399675117108486,0.0016366551409278207,0.002996935317565372,0.003555884906427165,-1.70627928418068e-08,3.200581497686467e-08,5.414497579926336e-08,0.0031147225248034562,23.917422610900278,6.359082863441733,13.962869930774193,21.06014865375112,3.008635442979225,329.9486904522175,0.9837138811663498,0.0022400991937934,5.016149949401356e-08
humans,113926,635,1346,829,1333,194.4350791395421,0.9943974592758863,-0.06691027802864144,0.0021974829061569183,0.003184551049894095,0.0035047909501006004,-5.276995476829263e-09,4.4380619519664355e-08,9.154819209240187e-08,0.0035047909501006004,4.196773563757872,-0.9792471648768366,0.0,3.529198553248349,-0.04799950059033537,195.226076417834,0.9959483011040032,0.0018962640857268268,4.4380619519664355e-08
humans,80216,671,1317,848,1310,177.1383639983163,0.9974345132344059,-0.03952742361601549,0.0028824952691060063,0.0035813091776582917,0.0037397758269127374,-9.05887889655258e-09,7.450481108470484e-09,1.1867853615263531e-07,0.0037363819820323426,6.238061451276038,-4.578341933922957,-1.713349909920613,0.0,-0.044014346480234105,177.6450602623205,0.9971477041733894,0.0025793884256409883,7.450481108470484e-09
humans,68818,917,1326,800,1313,117.72000679578642,0.999041167263839,-3.0309354324158977,0.0013804901190584916,0.0025074688309365697,0.0034803521475473163,8.368772039816175e-08,1.0325694334204077e-07,1.0945953589162207e-07,0.003158763456226534,1.9877674693472378,0.0,0.3312945782245396,1.9877674693472378,-3.017095640871306,117.8317339645219,0.9990518074802403,0.00206526683430648,1.0325694334204077e-07
humans,339456,257,1511,54,1140,422.90660907581,0.9414125197264611,-2.0714640516696328,0.0013149446469043857,0.0014440188783023976,0.0016011242064404123,-1.149194506825675e-08,7.82155826527249e-09,2.007377185809809e-08,0.0014890683526074294,67.33401509668866,17.664420086328942,48.99426860526018,63.25226285410178,-2.057325660258535,450.1295258950693,0.9395220369845161,0.0013731038344179847,1.894984252192158e-08
humans,250172,305,1531,82,1149,442.32680226276136,0.9589060329871137,-2.099196243069813,0.0012613187093526656,0.0019899837907924314,0.00285573770377636,-2.1398295447063363e-08,-1.0198574411979052e-08,1.3916186056190685e-08,0.0009255575417532285,47.449080391769286,10.144083462829654,30.481987370031696,44.80171651056279,-2.1855013295209567,456.93018727775745,0.9680402271034042,0.001915552670142399,2.2321325190978186e-08
humans,373130,274,1375,281,1673,298.08220342717544,0.9790300125376722,1.5473107128803663,0.000508055266710348,0.0007106282317610008,0.0011377178048566313,-1.3320542874136526e-08,1.0580135345054592e-09,1.2993612514994694e-08,0.0007993101896140363,14.895220006264942,-10.262269819631635,-2.606663501096365,-0.6340532840504671,1.6292347400836673,301.99519531162485,0.9870428670879626,0.0008338907290630035,2.8975786051864253e-08
humans,1208135,362,1633,309,1388,250.6671099286861,0.8737569219008102,-1.783840061556747,8.540757770311191e-05,9.432182607055272e-05,0.0005354637282715899,-4.019666416271042e-09,6.349854622331392e-12,5.696086130755631e-09,9.042408897730355e-05,19.563795191938706,6.21381879913616,15.265265559125908,17.154224984774963,-1.9185100333221907,265.57010876286955,0.9438829960811196,0.00022186753014502342,6.807339055956684e-09
humans,825051,392,1640,138,1184,521.9693477590423,0.9665576997383213,-2.0790113175115574,0.0004551718195984075,0.000633497544665552,0.0009220273766773408,-9.361756885297432e-09,-2.3491164585431726e-10,1.0947048434882977e-08,0.0009962838561657888,63.98460013674516,30.233959269357527,50.598756638468664,60.96373309393961,-2.116845742087429,544.0947421989335,0.9593354011279864,0.00066835701517414,1.4960445690706038e-08
humans,339972,293,1389,365,1794,411.3502157529518,0.9874166855441153,1.3948567013423687,0.0007823014425703407,0.0010742188522117565,0.0019852722030701177,-1.1684065906686204e-08,-3.078898137036205e-09,1.0550071512317876e-08,0.0007546783180379546,25.729900203471697,-24.460908526769863,-17.350179303871645,-7.832741728607877,1.4504933314373927,415.9578281600984,0.9889228856984675,0.0012654056801791778,1.631638821019086e-08
humans,406388,362,1443,407,1814,373.7191458836435,0.991605113391453,1.4500921623605043,0.00044633309600317393,0.000635023689723281,0.001700584980236476,-1.512431554965169e-08,-4.603681173297151e-09,1.0083947928958636e-08,0.0005197055002165439,14.631308190194913,-12.777509668950026,-9.651632889910946,-4.004076367192329,1.5105356381928667,376.31093759346055,0.9931126325309815,0.0009528354769443825,1.4426391143292786e-08
humans,2539473,412,1702,63,1167,638.7691288720832,0.92904791074931,-2.148812288842167,0.00012377153530308902,0.00030597006750373294,0.0005685328054731832,-7.435872262403437e-09,-3.696602339128546e-11,6.7846121585985115e-09,0.00046637440537263317,66.51855589049426,41.163542211924124,56.44292807898047,64.51814613015362,-2.203251681803758,674.4581377833922,0.9470849161541723,0.000266753363707027,-6.705910188623288e-10
humans,124624,284,1408,309,1702,295.0610106401725,0.9979382683286029,1.485966382748701,0.002291593269711142,0.0030210453174415266,0.0035875744201622336,-3.954214097824873e-08,2.1418835043038355e-08,7.735521851117851e-08,0.0030210453174415266,4.849844433513133,-0.270452540736791,0.7981400168360188,3.2284848409256535,1.5009981022235046,295.5558346212332,0.9983257851035328,0.0026053704976263716,5.5646527804556376e-08
humans,396901,302,1636,139,1222,444.9325791622816,0.9695453713595256,-1.9458770476317258,0.0010439180389070044,0.0013197462123828976,0.0015880504386819824,-1.1027623262917637e-08,1.7039524473810259e-09,1.681125333489938e-08,0.0016252267649806587,50.623400161903525,18.39200000909647,39.59363918274612,47.65890607499397,-1.9478847221264965,460.8525798768667,0.9654553290797707,0.00119500834926375,2.1126577972224005e-08
humans,406933,319,1568,127,1205,410.6494855713325,0.9721587589406561,-2.0573157637136785,0.0006196425205921263,0.0009094216078574026,0.0016156126999958018,-1.6433338608731514e-08,1.1155995208326788e-10,1.2487919687016335e-08,0.0006246623831365193,37.535661291660105,12.184113643875191,26.255968603002415,35.21689545009278,-2.148936367125922,421.1584516025528,0.9750474768077606,0.001063512643974861,1.30828153145823e-08
humans,722510,261,1544,82,1181,404.7344808636892,0.9602879155382134,-2.02891913013003,0.00039070270624544476,0.000518721812547398,0.0008777165851346675,-9.724209085513633e-09,2.0711093499777733e-09,7.0427127354355266e-09,0.0008777165851346675,49.66465905525314,26.1648080425511,44.02886544771956,47.09309658847499,-2.08146370778126,425.6880414259399,0.9507771923964274,0.0005989304793772466,-6.617730810328705e-09
humans,1297615,295,1510,133,1253,303.7976300105055,0.29606895901488406,-2.133233725176392,0.00012673528845827823,0.0004159720360691376,0.0007174186240929798,-7.044008709972983e-09,1.2126504059331692e-10,7.1120721573065675e-09,0.003779674950823467,28.492651505216386,3.71102302529817,19.624906223902506,25.032453346449813,-2.506939935724556,627.1751797705897,0.4843903901325139,0.0004877267780301106,6.167485128317067e-10
humans,508012,246,1444,71,1181,315.90188350182405,0.954032156837258,-2.157920967442499,0.00020574788162493464,0.000550569581894484,0.0012036426953257499,-1.2513993775590962e-08,-2.741956360728204e-09,6.987238127966019e-09,0.00012287892626406248,24.210048750645832,4.330458510837278,13.303181207451503,20.093580733472738,-2.299817444765357,323.9677769788759,0.9751027909248585,0.0006527541853540354,2.748824061293476e-09
humans,1940207,178,1609,9,1141,497.5791394341206,0.9393316022786243,-1.9173351912288386,0.00017684750587398446,0.00026362104618236107,0.0003599321802837769,-8.385107175491295e-09,-1.3008789694834498e-10,9.009805099943854e-09,0.0003601656762110571,36.942867060112704,18.612516615010108,24.585033878052375,29.826009219112212,-1.934561027667033,525.1723074465506,0.9474588289953992,0.00027222862783552343,8.819033371579843e-09
humans,451881,199,1599,45,1186,440.7777217600726,0.9722603827183383,-1.9277082631465672,0.0007667801962263598,0.0010962050992870715,0.0013730053888877302,-1.2556499973880175e-08,9.343924116037581e-10,1.0970432349678984e-08,0.0011991069830499378,40.067814519930224,17.8375621358643,33.27867829033443,38.35266431455865,-1.9536182428408138,453.89044992152947,0.9711103677908979,0.00103065098803232,1.0970432349678984e-08
humans,271357,200,1595,52,1194,427.4400542766202,0.9653521453359158,-1.924364415308551,0.0012630896923569823,0.001457773127851376,0.0022171419097904784,-1.5540751779871993e-08,-4.654635910326451e-09,9.705198827999475e-09,0.0014122354680994906,46.668532348375905,15.616224855895789,35.5418259192163,44.43804414199222,-1.9861888555564968,442.2904189186679,0.966423951307029,0.0016992869944623787,-9.518543486081838e-09
humans,181470,231,1540,73,1204,371.29503093900945,0.9871920464837505,-2.0103522123707815,0.0018970414735494084,0.002488919016937749,0.002756220034703545,-1.883000634636172e-08,9.501553509386443e-12,3.541799534522008e-08,0.001982052021032834,23.614644068426195,4.833891785357133,14.236656996544351,22.06762632744718,-2.0165861023320426,375.5987213660825,0.988541786267482,0.0022045283453425513,4.329117530406121e-08
humans,857909,671,1192,193,1318,494.3278264471868,0.9895916084046129,2.883857077027495,0.0003882111822809582,0.00045244192699512296,0.0009510084420747538,-8.163309533184027e-09,3.2295280395523955e-10,6.490515257388183e-09,0.0004019897487640072,15.390596266206403,4.757976132770434,7.57392119094069,11.534855403510635,2.863011635650135,500.05880609322446,0.9885393886154876,0.000590478131962512,5.233501143074767e-09
humans,497132,630,1210,272,1305,370.3903346471125,0.9836866637489057,2.8822076525453926,0.0002888185337177673,0.0005746461312317608,0.001485206965219645,-1.3545489395588099e-08,-3.827572137838388e-09,6.520612628507191e-09,8.872327211427557e-05,10.675224567528613,1.1317789930976219,3.5989060062002127,6.898668137316417,2.8666625864566146,373.0462699730509,0.9928804131290999,0.0007678313820342556,2.511061460604172e-08
humans,1319470,208,1564,109,1320,263.31919793285107,0.8878887541657593,-1.9562391941322668,8.863999646519535e-05,0.00018870263314026977,0.00036802123161648164,-5.289464741234017e-09,-1.0897233980433037e-10,3.8525177460001516e-09,4.475073838718339e-05,30.666203085045105,7.910551210668601,17.795891969847847,27.897700044921528,-2.1292802924158765,284.97971354155175,0.9239927806105313,0.0002197335664537426,6.087687265760862e-09
humans,395109,226,1396,285,1667,277.34815665513264,0.9746154746085881,1.3564292706916412,0.0003686348731559984,0.0005296610169491525,0.0010771034710443145,-1.5092387818794607e-08,-4.184268370127599e-09,6.64692661652578e-09,0.0003114408979410892,20.34987384833427,-19.771539375394365,-15.567076601733383,-7.099380157223629,1.4682349015070668,283.0616543964545,0.9798153594717581,0.0007365623675099844,-3.785258122032533e-09
humans,926178,645,269,371,363,289.67568071897233,0.5896047404516195,2.8111086967847245,0.00018680601315787719,0.0003922582190158389,0.0007297532080739222,-9.579490375632483e-09,4.5434044386390785e-12,8.872701724065073e-09,0.00024115755627009645,26.167194916696186,13.100167713704312,16.922373282538878,23.36544090688212,2.68022927666013,393.11968686662885,0.7368638366290944,0.0004296920678363873,1.3673080657214035e-08
humans,2040649,746,382,866,432,130.0,0.15716697058726342,0.3947911196997615,0.000276780957853096,0.0005617368303126632,0.0008094989445154171,-8.960689925385796e-09,-4.6136486666424764e-10,8.798563984517675e-09,0.00011922218532904191,283.38461538461536,53.07692307692308,157.76923076923077,257.38461538461536,0.4754931129546981,1091.4603722171075,0.11910647725663931,0.0005406941606958328,2.38007936034194e-08
humans,869199,857,1193,917,949,251.26878039263056,0.9502349799305663,-1.3296786483434282,0.00018422844908988202,0.00024485645619427404,0.0004531902199107659,-7.875514010149377e-09,-5.227310698814144e-10,9.278533649492296e-09,0.00024754307060617805,22.35056814947119,-21.411334872534724,-16.906198984856413,-10.5066773352215,-1.221415753678012,261.9555854170809,0.9592037520122543,0.0003052213176343911,3.459553362279256e-09
humans,812178,890,1041,971,783,270.4163456597992,0.970112137196248,-1.266587832455657,0.00018776115209260676,0.0002820818117667438,0.0005841259624468417,-7.505731285124192e-09,1.5769747993674312e-10,8.279671352109738e-09,0.0002556423648541387,16.641005886756872,-10.590336146332072,-7.377512609795547,-4.3599435423303,-1.2383497849155165,278.0901853185171,0.972405212179896,0.00034734961431530256,8.049151912217408e-09
humans,530961,429,1446,174,1426,255.78311124857325,0.9917513982554111,-3.0633215130685154,0.00035326757022550466,0.00046724605177086255,0.0006676830436259397,-6.366768148035968e-09,1.6865367232026387e-09,1.2286750587501603e-08,0.0013016968030455372,3.7336319639646534,-2.0837966877415286,0.0,0.7076307701336153,-3.0501655926819358,257.23793312114657,0.9943444504668439,0.0004946597948601938,1.86410070317935e-09
humans,68631,390,1421,249,1419,141.01418368376991,0.9998177439357634,-3.1274092075984843,0.002171751068498287,0.003205099979964981,0.0037341285381986035,5.1223181837378806e-08,7.451848921761463e-08,1.3957767953984523e-07,0.0034093173473968646,0.6878740667500971,0.0,0.20565307150260634,0.6595081258531859,-3.1238284164025636,141.03553395180757,0.9998486178097149,0.0024570650514252187,7.451848921761463e-08
humans,158559,236,1681,109,1259,440.69604037249985,0.9562806249360576,-1.863122497276295,0.001450776082201851,0.004238739169293708,0.005516740985679244,-2.6719326238328824e-08,5.386211447692161e-08,9.376005908488051e-08,0.00518755132853016,46.63758717375247,9.264889234196048,25.18856305270468,41.20391003434374,-1.7398025584732164,454.79684513470227,0.9689953769181797,0.003081300314600385,7.927067817206449e-08
humans,79625,276,1607,212,1355,260.0,0.9917146008341864,-1.8195063158884195,0.00209461703427646,0.005216009580845731,0.006965414019925894,1.0761009275994752e-07,1.5122060539259434e-07,1.979260904994595e-07,0.006830515361277171,13.707692307692307,0.0,4.953846153846154,13.276923076923078,-1.7597070150232499,262.07598022619186,0.9920787085317772,0.003834154758769796,1.5122060539259434e-07
humans,69089,263,1612,191,1381,241.96074061715052,0.9870927573074411,-1.872941550334334,0.0033607035272446894,0.0058426103587597335,0.007220991620557012,1.260245209226447e-07,1.67963287940124e-07,2.712456850803436e-07,0.006782364954784728,15.2132118235841,0.0,6.484523051128349,14.02293608188559,-1.8119085810570892,244.59564214286274,0.9892275205615755,0.004246894505380122,1.67963287940124e-07
humans,68480,288,1579,186,1303,294.24479604574145,0.9758741542150828,-1.9247937636267927,0.0032876408352812666,0.006291146951074512,0.007483860666328121,1.2044395543481313e-07,1.804267033449217e-07,2.35695015751357e-07,0.007166256410215801,27.038710987987056,0.0,9.216815510233898,23.368297731699222,-1.8263044162164535,300.4957417056005,0.9791978893797997,0.005275094210578434,1.804267033449217e-07
humans,159256,196,1612,113,1278,344.15839376659113,0.9491065896260115,-1.814365547585152,0.0016359056406645594,0.0020709741661243015,0.003908564931328922,-2.3865345755680956e-08,-7.711699376191254e-09,7.681947581073639e-08,0.004340909565579,57.2730474020286,17.700570755602346,40.147212011254084,55.31116004949197,-1.716082175047228,366.46366114246234,0.9391337539271047,0.0024767919568425196,-1.293972185929518e-08
humans,126067,234,1252,315,1587,344.6534491340541,0.993286056373635,1.3335585364958846,0.002370869442362178,0.003939422863877353,0.0043080552144354935,-2.813778609421593e-08,2.779438739347531e-08,9.677992817602691e-08,0.003993004936575517,16.912640841533523,-15.563459508318033,-7.7382077756681955,-1.0422063115935565,1.3197454013824885,346.98299447105506,0.9932862838406471,0.003024396786059681,8.126571176293828e-08
humans,90512,289,1310,316,1570,261.3981637272917,0.996793791390971,1.4673210691651186,0.0024826519727150767,0.00424777679301463,0.005499987515642849,4.0540879047400046e-08,9.702957783457934e-08,1.3104359809857485e-07,0.005499987515642849,8.573128319057219,0.30987210791773107,2.651128034407252,6.9411352173571705,1.4970179104916892,262.11794867299153,0.9972539654405819,0.0033038134144166924,9.702957783457934e-08
humans,406524,222,1726,90,1226,517.130544446951,0.9706435404470849,-1.8289074431780585,0.0011877103424745034,0.0013662245034451674,0.001823328636744203,-1.5484204242688883e-08,-1.706726506784483e-09,2.0821564466819504e-08,0.0013868862072106284,48.69176704100689,21.80184504873424,41.38993573255407,45.87623039240856,-1.8456761509355908,533.5185495060713,0.9692831578690335,0.0013486245001442644,3.1473317004973505e-08
humans,248168,275,1577,63,1197,435.13676011111727,0.9633291982555103,-2.0796805435748706,0.0014796290624946025,0.0020196109979238237,0.002762438777814461,-2.7683161144441318e-08,1.6086041038820596e-10,3.2179906932129554e-08,0.0020061149381527896,50.03484420493517,14.967248453881215,36.186324492509144,46.894682018566286,-2.1139816928470103,451.22981030767517,0.9643351351596546,0.0019032888206364762,2.669747179703513e-08
humans,588326,181,1605,20,1161,472.28910637447484,0.9777415636986668,-1.9186628443736464,0.0007609630919114208,0.0008305147695966929,0.0010110472789649281,-1.3056713615129655e-08,1.611393685171733e-09,1.3115380486929172e-08,0.0008134413673277649,34.394187333044776,16.219302746157943,31.545296723797563,33.417666820978766,-1.9449727583764886,483.8567574454584,0.9760928190151659,0.0008383349575605174,7.841034211021076e-09
humans,608966,273,1690,227,1462,232.59406699226014,0.9328024330479264,-1.7698782256870822,0.0001233952104833994,0.00026845637583892615,0.0008182981000242722,-9.952793381090979e-09,-4.392229265620991e-10,7.18736483301882e-09,8.686587908269631e-05,12.57125789067225,2.85303923948362,6.870338614669718,11.474067393510978,-1.894443207058746,238.64024850040278,0.9746640328019419,0.0004409880615143016,1.5753237527848055e-08
humans,3472726,183,1675,4,1180,526.3705918837031,0.8945157436514072,-1.9177819078318727,8.480476084228566e-05,9.137427205747709e-05,0.00020654951911461123,-7.665002459809748e-09,-2.045300130718944e-11,7.721972346828399e-09,4.4756747079622256e-05,50.145278643970556,-14.30247076125281,-2.9598918025120713,18.272297404724718,-1.889044194752595,581.5352763638695,0.9051395732601275,0.0001690989293368902,5.030659953416912e-08
humans,745394,324,1748,71,1322,495.46442859200295,0.9674112700926624,-2.106716030506874,0.00037199942635305147,0.00047656325726854013,0.0008145437536114538,-7.504282399508716e-09,3.708256774716033e-09,1.447834443415904e-08,0.002890835634094353,62.71893239300361,40.95551331034044,57.47839472740638,59.94052909993173,-2.0027971711739707,523.8218992963535,0.9458642894799874,0.0007138677795747411,7.4408268754603674e-09
humans,293116,267,1749,150,1390,377.58442764499705,0.9618907960669135,-1.8858468139465034,0.0007095927099451885,0.001219972240446268,0.002368668908797076,-1.9877110682839513e-08,-6.2091386898298614e-09,1.5344804509648296e-08,0.0007476677570040153,45.40176645239661,11.783854614320333,23.96417685028937,38.54078435057203,-2.013305914565048,392.0486445867401,0.9631060656848084,0.0013897703072242786,5.720246270126176e-09
humans,1286165,199,1618,96,1510,149.24141516348604,0.267539787497703,-2.3325022417219206,0.00012830462892607011,0.00035565571470300454,0.0005595917112397496,-1.0577413808851966e-08,3.857332721399058e-12,9.504222903832978e-09,0.0002877675548428774,106.78671186910057,38.90475035793259,87.65663328553515,103.96577909022805,3.101773807635786,499.5427123034601,0.2987560652728039,0.0003918234053511364,1.035560441929753e-08
humans,316978,232,1717,71,1249,494.91918532220996,0.9603013551289445,-1.9021312522435163,0.0013392232953632773,0.001924686109352071,0.0024209111617869285,-2.3266665276243872e-08,-1.6419671416844707e-09,3.44149890035796e-08,0.0024920262787729076,59.108640092330646,19.147772567819125,44.44564012138501,57.14751183384921,-1.8863878436978572,514.274510136397,0.9623638262587552,0.0016830998001531555,3.487628100303744e-08
humans,260054,235,1623,36,1223,446.7672772260744,0.9762485217788021,-2.032441936468377,0.0013898665541037792,0.001795491084930939,0.0027316587484603875,-2.676163056235537e-08,-4.851492629116239e-09,2.5344347202992164e-08,0.0014122354680994906,37.02598834611912,13.326848906588879,27.05435383505875,34.51461372851873,-2.0871086883976164,456.39696363607794,0.9789006343660032,0.0018377463846249906,3.067293109148557e-08
humans,79531,229,1324,269,1470,151.38031576133008,0.9971120863713427,1.303385529611023,0.0019008721256102738,0.0028161229569080787,0.0034485750504616585,3.107467503019778e-08,5.690020848194112e-08,8.984347105273593e-08,0.003439305582154138,4.214550595903674,-3.8181978752857733,-2.7744690443253024,0.0,1.2810607954200293,151.75233343707743,0.9975485208871493,0.0022086238111030205,5.690020848194112e-08
humans,429226,184,1677,47,1242,456.0635920570727,0.9695285538270401,-1.8759048671096885,0.0008518161686877838,0.0010174519854249204,0.0014718302520351058,-1.9962835777415986e-08,3.319779711272639e-09,1.2737627611887854e-08,0.0013685536365007518,38.04513296432718,18.319813608261978,27.572909171022665,32.82436980439041,-1.8888623010898102,471.91081285511086,0.966419034346425,0.0011288949160347987,5.3276110072541545e-08
humans,192837,231,1563,43,1224,387.64029718283933,0.9895351828554748,-2.0771431400233746,0.0021731617747616956,0.0024544530658491123,0.002799081662016524,-1.4936496369832053e-08,-2.8369807469251026e-09,2.474212304745721e-08,0.002282411531447987,22.224211627658875,8.948502065469892,16.860992129817575,21.211417026960227,-2.0861607962010456,391.8721168662237,0.9892010186455062,0.002162864505669568,-2.8369807469251026e-09
humans,147065,193,1542,38,1243,336.78776699874356,0.9857092010231613,-2.049051130525714,0.0023487285446329833,0.0030802048993380333,0.0033872473375007187,-1.8873051079190814e-08,1.6628427113140916e-08,7.115101842231084e-08,0.003440180459918967,23.49253973951351,4.430683493339492,14.878806450290975,21.652805459609244,-2.0192883710449423,341.234802110705,0.9869678148756975,0.0025092085777260963,6.686141466917457e-08
humans,79290,191,1520,107,1341,197.72961336127676,0.9931822984248373,-2.009562194010567,0.00265670126001696,0.003688385270461165,0.004408646902696718,2.4918570015705025e-08,6.747357445964996e-08,1.2322965938950742e-07,0.004368474068065413,8.880814411908894,0.0,5.4974061877818725,8.729092070019789,-1.9824280852655007,198.99922540592877,0.9936200151429626,0.0029198894458927526,6.747357445964996e-08
humans,294425,216,1443,25,1213,298.96655331324274,0.9917404078859068,-2.263821542568803,0.000812608365428017,0.0011578362596264095,0.0014848312785896267,-1.3057846394620984e-08,-4.799149963672082e-09,9.609047153482577e-09,0.0008088029175623201,11.2420602330004,2.955514555751013,5.699634227025492,7.653698966126604,-2.2863481885770343,300.96873698818246,0.9933475360431927,0.0010620789160312321,1.490064591558572e-08
humans,180452,264,1541,87,1202,382.4264635194589,0.9574313623292116,-2.051985995853105,0.001597714485253975,0.002935579366197399,0.003511698383095916,-7.733495593387207e-09,3.22459939059383e-08,5.01026774337141e-08,0.0041752427435560345,42.53366738876935,8.291790193642422,27.420958015020894,38.939250863956715,-1.9378297165087577,395.8202639570304,0.9661619132288145,0.002335443251026825,3.3281353334889036e-08
humans,114137,267,1558,106,1212,381.62416066072126,0.9839998760491666,-2.0063153661185176,0.003793129518221162,0.004695482235119255,0.0049860196338452805,-5.704206989121923e-08,1.707390154617024e-08,9.356536132359297e-08,0.004550317732257931,28.252928172400537,2.8866096897344127,13.04162711130008,24.218592407771723,-1.992907023196573,386.9774646625739,0.9861663675777078,0.0037814771550551997,5.110879144997931e-08
humans,169530,232,1611,56,1206,441.5891755919749,0.9686027526900047,-1.9807430804309014,0.0028402407894631567,0.0031429491112972014,0.0038118404666115046,-2.5261233079928393e-08,-5.458598674875022e-09,7.265841675241766e-08,0.0028852049042876445,47.2860322538655,8.551387146068048,26.511066500455122,40.741487777371496,-1.974532534095757,454.3330679410733,0.9719503306091044,0.0028762539120098336,8.665897437364276e-08
humans,226086,252,1602,138,1213,405.36033353055154,0.9693436555089431,-1.8558732456409848,0.0016327510045160067,0.002343302132328459,0.002881694076252407,-2.0593273931920725e-08,-5.687330998583206e-09,3.64463036304548e-08,0.0016327510045160067,34.53717308268604,9.520418454335855,22.338150161694436,32.09046106387118,-1.8867040432067184,414.97454282682975,0.9768318094146555,0.0019280605440104713,4.731389056231267e-08
humans,80081,257,1354,283,1538,185.82787734890587,0.9983407863831448,1.4304213410305633,0.002456393883949841,0.003046130733542147,0.003995095440005462,1.1588092614214382e-08,5.7226561872884435e-08,1.1036818893755801e-07,0.003981854563854845,3.7669267387997825,-3.1534558127666754,-2.5830354780341365,0.0,1.4215220206267332,186.09562099553733,0.9985612576738822,0.002693602666100297,5.7226561872884435e-08
