type,maxDevSigned
humans,21.348243920532187
humans,27.433320986088905
humans,31.98193535415793
humans,38.091364092065064
humans,50.673641420069984
humans,4.046975279799051
humans,62.83327407413229
humans,44.78884646241704
humans,56.845078971131
humans,24.884049188586484
humans,105.49252584681052
humans,76.81289317994172
humans,25.39366765466238
humans,14.328181360552918
humans,17.18152235083408
humans,14.404865177270223
humans,7.345293542616766
humans,65.17765364670232
humans,212.4290594216485
humans,64.63942971805407
humans,24.909791092266392
humans,18.84857259598121
humans,13.204686030655688
humans,20.30346695584991
humans,16.417815206750554
humans,55.12363516244078
humans,42.184964719953335
humans,20.210590360221534
humans,45.8105215096181
humans,71.80493708883088
humans,57.65882352941176
humans,44.83458918024111
humans,11.205250756158938
humans,15.498789019695565
humans,21.242833751133418
humans,12.65831655646903
humans,50.87830239697153
humans,29.173651511010256
humans,39.12495206900956
humans,22.464932377650634
humans,6.840565136807202
humans,54.230230486023245
humans,47.55350806637522
humans,32.79337730670222
humans,28.21790038445969
humans,3.508509315014471
humans,45.565669987787885
humans,37.485645924512944
humans,14.343966156201713
humans,11.58181671372743
humans,12.74484087373573
humans,154.8902959274622
humans,11.463881980109624
humans,5.5179620370297995
humans,9.055056599411364
humans,14.252058639149634
humans,18.347253769472612
humans,15.378346587294976
humans,9.874975466282752
humans,8.834233068101339
humans,62.17805000625089
humans,24.572679460267477
humans,6.37231560857262
humans,16.026007838939233
humans,45.5449512004184
humans,15.834158093679669
humans,45.78126680470848
humans,16.84946038296177
humans,5.864278126504785
humans,153.91002234918437
humans,36.80190588800832
humans,23.678082348670202
humans,65.50287021187357
humans,48.70510744797069
humans,39.9244213315385
humans,34.7734003347136
humans,37.52390534711361
humans,5.753964555687505
humans,1.2484404235973057
humans,21.16639393989261
humans,31.438123756776395
humans,37.341095613352515
humans,9.290002463956826
humans,11.80736950327564
humans,19.439434035359763
humans,27.031230722097977
humans,32.894579580715316
humans,18.328605642628972
humans,253.47001554520764
humans,11.023916116725381
humans,315.43559758119085
humans,150.1515975942742
humans,36.95462065760546
humans,35.78173578760905
humans,22.876682693686444
humans,13.883957501087975
humans,12.51781443191113
humans,50.98960834030057
humans,111.42238961546664
humans,43.830574916801446
humans,403.40936425933484
humans,2.5716027675797495
humans,19.399786002501276
humans,2.986071741961936
humans,24.303697617881056
humans,58.74465478702989
humans,76.44689130559831
humans,149.78928658058797
humans,26.479127776711632
humans,40.23519685843288
humans,15.199633499053995
humans,20.346325785580376
humans,32.96287222580443
humans,32.835537537889756
humans,17.516562241101145
humans,11.001058394827535
humans,236.0943773781701
humans,29.030842926865077
humans,13.754727394524789
humans,15.9551889582153
humans,1.9742857368412141
humans,43.54234525009297
humans,35.54770381612372
humans,27.289258402376614
humans,39.1856907266421
humans,29.715979137272186
humans,32.56694529278288
humans,29.257622885149395
humans,109.05863550283094
humans,34.30821543406051
humans,21.913466179497938
humans,11.7181801345533
humans,18.021259646775682
humans,74.33212576202496
humans,22.73283469111616
humans,37.904824595041035
humans,37.91560012312892
humans,44.37425124561816
humans,43.09185678025991
humans,22.911969430303017
humans,15.164606259935269
humans,25.25456190049492
humans,29.71335786903856
humans,12.673581318635868
humans,34.656927675271
humans,35.42379352878116
humans,72.28443024545007
humans,14.712795518272507
humans,9.0
humans,4.62290635107692
humans,6.694292575009468
humans,23.31158621401537
humans,9.584364810470177
humans,9.659439768739649
humans,10.762032908013582
humans,10.243551681139431
humans,7.58642752684143
humans,33.99052456837829
humans,22.03088665675032
humans,16.774406417512914
humans,23.9454998521616
humans,4.721910284003279
humans,50.20818397845332
humans,53.627284324107684
humans,1.794952632397301
humans,8.968367187746491
humans,61.823265792988266
humans,43.557545799685016
humans,54.08352856795497
humans,51.655591692858934
humans,45.47146140799334
humans,42.89743573380935
humans,53.938234187056004
humans,57.71525952349933
humans,32.89460832612407
humans,28.85435803522019
humans,38.63189197575503
humans,60.4206437800178
humans,80.03949877686905
humans,64.19900861018922
humans,41.80080030460775
humans,57.97189308904089
humans,42.16935794238733
humans,46.92340965762956
humans,45.92029402080015
humans,11.947347224171232
humans,55.861388625181796
humans,16.832466521629264
humans,8.556313766217585
humans,68.63161280716614
humans,49.467804463419284
humans,7.610014399346687
humans,13.305031423163442
humans,68.19103059602975
humans,16.09812296404028
humans,19.172068926978337
humans,65.83475513580504
humans,23.16164878613364
humans,26.80584989878057
humans,30.765468944041828
humans,24.98704856643034
humans,20.32147700699102
humans,21.368533907281332
humans,8.059973498996916
humans,5.0
humans,20.739321443213
humans,38.113691873048325
humans,41.74321388420641
humans,45.28274148552596
humans,22.47982854033654
humans,31.33515597853115
humans,2.2532799811151234
humans,1.786749041119113
humans,205.3107900043258
humans,29.563802805565984
humans,33.20313821775354
humans,17.5601819140587
humans,5.649063143742516
humans,46.13955654050407
humans,18.460026771834393
humans,26.51024593833378
humans,31.87099552477203
humans,32.25661113227197
humans,21.991574114004496
humans,31.168783187939727
humans,45.81479799380499
humans,44.12148594765886
humans,7.065631930275769
humans,16.818147635155604
humans,22.4853399665801
humans,17.43542087456145
humans,44.48890627962064
humans,40.70916923383943
humans,39.310768689388986
humans,27.509866937217225
humans,125.61878226887728
humans,24.749880457655923
humans,23.746488957993954
humans,21.695979424514608
humans,23.58621996985509
humans,22.354893216610108
humans,54.55057298189137
humans,54.58046019566577
humans,54.92319938685356
humans,410.19604745410624
humans,6.919261853809361
humans,74.54560943274639
humans,43.510891131518136
humans,50.38652635940101
humans,40.826243399558074
humans,41.55483092668794
humans,59.34486203283675
humans,35.24665340483931
humans,35.977701160259556
humans,81.87426849736953
humans,74.53042537944282
humans,73.2635853073177
humans,58.0391789138638
humans,26.616247414043297
humans,40.84736037144957
humans,41.580266511892574
humans,210.05081753220085
humans,4.231265696492477
humans,53.66980000478487
humans,53.16364507904674
humans,16.095805421528876
humans,6.024580625390518
humans,3.950466499922548
humans,9.846550537867355
humans,61.332267039934024
humans,45.86582895923986
humans,46.13970483538507
humans,45.87839453339102
humans,92.15360825172368
humans,81.47932707294942
humans,76.57708426682463
humans,38.54823571661108
humans,37.967783044554274
humans,23.06925516346521
humans,43.444809807875224
humans,5.698448766032766
humans,3.050842409281361
humans,3.385068626598001
humans,3.6931085539159954
humans,2.551620902636054
humans,17.079027732785086
humans,24.31303305565205
humans,39.307266530077165
humans,36.72970550519235
humans,33.01056121396911
humans,35.65860129343875
humans,39.319917664663606
humans,5.727155665116891
humans,48.624384019165696
humans,23.502102370041133
humans,61.38425841635689
humans,51.02926829268293
humans,72.11749694917508
humans,43.121504184984595
humans,53.47182125933068
humans,18.810107758471517
humans,42.79045281922707
humans,13.577944591500929
humans,52.95923110893826
humans,30.09442764034896
humans,28.368538036610254
humans,23.575163386577355
humans,17.29065018082882
humans,61.13101562647428
humans,30.430493105444715
humans,21.294783164000492
humans,35.851107190607834
humans,189.46219705598313
humans,31.68098625280312
humans,26.717357552163268
humans,22.674835036888968
humans,18.269173746009393
humans,8.2
humans,15.54827644511043
humans,28.22046992056785
humans,36.63357161768396
humans,17.75190142610552
humans,3.1573532694410034
humans,2.8342575649648105
humans,45.292081351314145
humans,24.705012749533225
humans,25.016401773807594
humans,32.90653648249961
humans,23.67580250300027
humans,22.816936000776575
humans,7.8888329243697495
humans,2.2920594225476387
humans,39.997944084664084
humans,19.513685684515952
humans,65.96920705322322
humans,39.1900576985112
humans,37.67815052288838
humans,54.4814325395104
humans,34.06330182471346
humans,27.78473691001175
humans,45.337155241042645
humans,26.672707939029035
humans,19.932276082275486
humans,15.96630648140735
humans,43.77712221497957
humans,8.220272359150123
humans,101.43776209412795
humans,45.72287213446421
humans,50.84731384744606
humans,17.15474046593162
humans,25.631136886013817
humans,24.01761282259303
humans,50.52232198566764
humans,77.18645121237127
humans,4.130523798403261
humans,90.34437650170685
humans,26.682007801821594
humans,37.59139785110845
humans,25.707943279338163
humans,36.90304935295174
humans,34.92008721536159
humans,38.27509584059044
humans,32.17830749947909
humans,42.49993834171121
humans,38.5155072531375
humans,33.93384829212719
humans,30.14867227285585
humans,40.50262046029791
humans,37.533453244489124
humans,19.431723454646164
humans,6.201454784163993
humans,23.132392019885053
humans,34.40215530887374
humans,28.30277351864272
humans,22.724815352261746
humans,134.47635615325186
humans,5.244487862656506
humans,2.2781781858856798
humans,2.5545992992371254
humans,42.04758551439205
humans,54.90789242124545
humans,35.770940826492904
humans,40.13870133474424
humans,38.43253683445872
humans,36.20849803586134
humans,7.269804637005187
humans,6.923189986017117
humans,53.51838108612392
humans,18.499994098901453
humans,22.674870311588304
humans,42.63990033051747
humans,76.14575942990133
humans,214.849506270849
humans,35.31506421233518
humans,74.97366146417612
humans,23.526902861702137
humans,8.659676370032308
humans,11.20947238324175
humans,17.69545432095465
humans,14.81495062249693
humans,23.464788554061005
humans,71.54834293560664
humans,38.41229525844902
humans,36.08530600008293
humans,50.88206738151741
humans,23.917422610900278
humans,4.196773563757872
humans,6.238061451276038
humans,1.9877674693472378
humans,67.33401509668866
humans,47.449080391769286
humans,14.895220006264942
humans,19.563795191938706
humans,63.98460013674516
humans,25.729900203471697
humans,14.631308190194913
humans,66.51855589049426
humans,4.849844433513133
humans,50.623400161903525
humans,37.535661291660105
humans,49.66465905525314
humans,28.492651505216386
humans,24.210048750645832
humans,36.942867060112704
humans,40.067814519930224
humans,46.668532348375905
humans,23.614644068426195
humans,15.390596266206403
humans,10.675224567528613
humans,30.666203085045105
humans,20.34987384833427
humans,26.167194916696186
humans,283.38461538461536
humans,22.35056814947119
humans,16.641005886756872
humans,3.7336319639646534
humans,0.6878740667500971
humans,46.63758717375247
humans,13.707692307692307
humans,15.2132118235841
humans,27.038710987987056
humans,57.2730474020286
humans,16.912640841533523
humans,8.573128319057219
humans,48.69176704100689
humans,50.03484420493517
humans,5.476754156125834
humans,26.092618684182938
humans,3.5817440483035012
humans,2.1003124411135254
humans,3.531884716490951
humans,2.445966762638739
humans,0.6839737342940534
humans,45.45406779680798
humans,10.14587247720468
humans,0.6397816865157195
humans,19.230618736464653
humans,34.394187333044776
humans,12.57125789067225
humans,50.145278643970556
humans,62.71893239300361
humans,45.40176645239661
humans,106.78671186910057
humans,59.108640092330646
humans,37.02598834611912
humans,4.214550595903674
humans,38.04513296432718
humans,22.224211627658875
humans,23.49253973951351
humans,8.880814411908894
humans,11.2420602330004
humans,42.53366738876935
humans,28.252928172400537
humans,47.2860322538655
humans,34.53717308268604
humans,3.7669267387997825
humans,49.09335582512201
humans,14.384474119771056
humans,9.01887155876328
humans,11.50792911137501
humans,22.669232842049567
humans,40.84446929475098
humans,32.76959296857656
humans,9.092265519763997
humans,9.571416969858914
humans,39.60657986519774
humans,22.662225730963705
humans,51.30169174078026
humans,11.793167765093818
humans,22.220669845010285
humans,220.43012246935308
humans,296.68796766930814
humans,158.3071971925127
humans,15.768568319578531
humans,32.4431242939644
humans,8.968118766305416
humans,19.312689167492803
humans,32.03946213672726
humans,13.316317971733941
humans,28.912366099458804
humans,15.485668676629878
humans,88.2946701491904
humans,27.531761324720783
humans,38.33301064333337
humans,32.816203476379656
humans,27.723460408348572
humans,28.709666655075907
humans,7.738567835924153
humans,41.26606023690093
humans,15.518767776914963
humans,28.127029601672984
humans,70.7634411920205
humans,47.78441101751675
humans,20.165914058160972
humans,8.812676177346553
humans,17.765825494206396
humans,20.87715136118167
humans,3.258230311735303
humans,7.704223854197564
humans,22.79248011344757
humans,27.04948257080599
humans,16.389171703847342
humans,11.429766897730717
humans,22.15678647310933
humans,10.05013229625299
humans,19.04026073104997
humans,35.383562718271094
humans,8.700888498811572
humans,6.051861544072596
humans,65.48351729559863
humans,23.975802298007004
humans,15.889890120626001
humans,22.732918368982304
humans,13.164293553184708
humans,19.374649721404907
humans,23.98297702027802
humans,22.514250778688776
humans,30.479709490106476
humans,51.20996632724683
humans,39.671822161885146
humans,102.8008484890928
humans,11.760271324390317
humans,23.560080559751825
humans,6.828425040595515
humans,2.5694919968472516
humans,2.9087587164825717
humans,1.3300344145110052
humans,25.71068694719952
humans,34.769094153527796
humans,17.559950592639275
humans,8.596332555775707
humans,12.915490548648998
humans,4.838976013537502
humans,19.95962300436505
humans,39.673057152439725
humans,34.933123699995434
humans,36.12450259699393
humans,20.155307095549915
humans,42.82829433486683
humans,23.795889401245045
humans,28.20622380771549
humans,32.791233187681314
humans,37.18801931385705
humans,22.413418051983438
humans,23.803925621758367
humans,31.361832978470453
humans,18.194126895165617
humans,11.332468783837834
humans,11.106965145704963
humans,13.510119695398032
humans,31.038645036384064
humans,30.23550675813132
humans,27.10040563925548
humans,15.132745950421556
humans,9.78868959448456
humans,25.632759346442455
humans,29.05836103466197
humans,50.14347431604873
humans,48.46844833438118
humans,90.32617387223833
humans,55.32723932828549
humans,12.223889673766328
humans,39.64445071718815
humans,27.36923294335372
humans,32.60191579008227
humans,76.69923019628007
humans,12.153663252919944
humans,20.691248496560576
humans,32.014930489121234
humans,37.92629727702104
humans,25.61834991211847
humans,22.88162687081277
humans,10.217743256879766
humans,83.9202928525183
humans,14.359512034202218
humans,28.10249492794007
humans,9.91228809183616
humans,0.8501193959869493
humans,14.508046051367348
humans,15.131443018540692
humans,2.256525655127464
humans,17.81166106237312
humans,35.2089022198276
humans,61.58698556864144
humans,44.398935622188866
humans,44.46789695442395
humans,38.15285179344042
humans,22.3552975539704
humans,126.64643996069128
humans,73.89970255512434
humans,8.582076445861693
humans,27.13170372416838
humans,23.13802525625774
humans,12.749074393099
humans,30.015426363278152
humans,19.618615428995707
humans,10.558597477208693
humans,14.584060760531589
humans,31.519484346735148
humans,12.02178854648194
humans,14.993924742501632
humans,11.742503652721275
humans,8.850848361930066
humans,11.976661963471532
humans,6.411471446758764
humans,10.606389963751386
humans,48.19319642556434
humans,33.44040408460626
humans,35.54081686684812
humans,14.385323036521529
humans,24.572147334699075
humans,22.599209468818085
humans,8.689632038502605
humans,16.996153410970106
humans,8.705095549423346
humans,11.884501643331319
humans,10.021481166736537
humans,11.936692012406414
humans,8.311956112567415
humans,2.991757081190314
humans,28.739132206358022
humans,40.690081963249085
humans,30.581508916034522
humans,46.36781143937089
humans,21.711720879041618
humans,13.951629472931767
humans,40.04276453399508
humans,48.07310067854535
humans,17.12687010376963
humans,8.86992427025526
humans,8.708544028940402
humans,4.926645141482433
humans,51.8327469117922
humans,3.223735967430689
humans,15.52228000232531
humans,206.62124029894687
humans,32.26583306097359
humans,36.920052429842016
humans,11.422395402681978
humans,15.348234534739863
humans,17.392527130926087
humans,19.675975406671107
humans,12.153890491443182
humans,32.31003773618666
humans,27.833497641586977
humans,73.70980893350456
humans,30.595383046307937
humans,31.546926240666558
humans,15.790295942974009
humans,14.073651905114195
humans,19.542162143452266
humans,21.10354367587186
humans,45.97634340135227
humans,73.44153346214647
humans,13.310885555948186
humans,61.2912983907825
humans,9.861537006295611
humans,11.48731985761042
humans,41.970409618602524
humans,46.825235660106074
humans,35.99479570407224
humans,42.543514114934226
humans,7.752508984301729
humans,31.136462463571377
humans,9.454063165900024
humans,20.727297385618886
humans,24.099385227605985
humans,91.10605917477403
humans,32.477013472380115
humans,76.48529270389177
humans,22.68193309114951
humans,20.906166651361932
humans,9.003567081078822
humans,25.388723544853416
humans,55.497594085950276
humans,28.94622525119254
humans,8.646269459148845
humans,21.860811055905433
humans,30.377206778938163
humans,344.5884976523971
humans,21.69392219269448
humans,50.249426095550774
humans,40.67964134125712
humans,42.7336935760203
humans,45.76765230780305
humans,64.85460294660938
humans,53.228985465366996
humans,74.13107029718628
humans,46.43111765539635
humans,53.58350161198204
humans,34.44274867298458
humans,31.386538608263866
humans,29.40508962913913
humans,25.18561061219962
humans,38.72968873360711
humans,41.53304145237287
humans,26.506583899959807
humans,33.21659937245342
humans,52.72753411558977
humans,19.46481175635261
humans,51.871981793657504
humans,15.923214037988858
humans,20.05923508259634
humans,29.50145270397028
humans,12.432301440939753
humans,14.99160744907061
humans,6.394514328897607
humans,25.071303301081706
humans,20.665703890922455
humans,4.28002084836493
humans,0.744767192552685
humans,6.321674664750483
humans,17.51748248202094
humans,28.42592537038071
humans,17.173221514659986
humans,9.582912867527874
humans,10.289241621746713
humans,23.295377574176744
humans,13.091161964272974
humans,31.904408282336846
humans,28.215469613259668
humans,24.62520339124182
humans,23.438451764066848
humans,26.837565796509626
humans,20.439031205419674
humans,7.546613134369216
humans,32.95091772857444
humans,13.201933933433406
humans,16.784321516513305
humans,34.043166020002005
humans,19.928161714233408
humans,28.82903474170301
humans,114.13342731866106
humans,20.04621020897586
humans,10.320484516021097
humans,39.380682831079085
humans,36.139014622088
humans,37.0
humans,115.75045491077131
humans,53.71689225171611
humans,28.06798139601011
humans,24.308071765180728
humans,34.02265735998521
humans,31.842281828671002
humans,12.743411812224608
humans,7.2907225795131
humans,9.33682665252979
humans,3.967672619832165
humans,17.42458145211673
humans,29.98850287783249
humans,11.165304779955083
humans,16.44392974053924
humans,42.36094594767487
humans,6.590984744167407
humans,6.880184038704833
humans,18.032941408497067
humans,11.988704816774105
humans,7.179447649132748
humans,9.383416916645725
humans,22.52543777250218
humans,3.4215473972152224
humans,20.63193588424655
humans,30.490997324676
humans,245.92569877494162
humans,19.249986853602493
humans,35.100755420021194
humans,70.38185291114254
humans,66.11751483660902
humans,49.9840546478539
humans,42.74305884405853
humans,10.77322170314694
humans,59.59833774144906
humans,87.69959770618037
humans,135.40704760446357
humans,12.428781500906224
humans,30.111347059358927
humans,16.932995731766077
humans,36.235912846268626
humans,35.769147732929675
humans,42.59519159772085
humans,30.662041349751593
humans,7.531703240139431
humans,68.47169839615168
humans,98.90565641700206
humans,30.964098252408
humans,75.32180495945524
humans,158.59707964908716
humans,9.518281667957199
humans,19.554289726875265
humans,42.26710341557127
humans,78.34349514810926
humans,51.407891109735544
humans,39.5025028206122
humans,54.402450944419385
humans,115.55564255639862
humans,36.78487017572217
humans,49.730054983405545
humans,92.67481444033967
humans,1.4155923680885356
humans,9.76105595800374
humans,35.716540582328925
humans,84.63972235655181
humans,25.790092731670526
humans,21.78043302825274
humans,21.952540006542606
humans,15.263175363900267
humans,25.712741127926304
humans,33.23766471790916
humans,23.696631181995635
humans,14.821305499200609
humans,34.8561545456165
humans,43.217435493369805
humans,9.550508605647728
humans,22.65218443969842
humans,10.638969559681103
humans,15.725417552912111
humans,37.27770966078957
humans,20.063459022849177
humans,16.27585965735487
humans,3.238716899956671
humans,2.1505279914946085
humans,1.703668068958086
humans,2.1536510531419895
humans,7.307737499575456
humans,16.639481262780766
humans,18.733825261275605
humans,8.322319323592811
humans,21.22670747579342
humans,21.201314451261073
humans,5.639299424466406
humans,27.54581207937401
humans,16.849048861013006
humans,8.505220968520259
humans,220.72090197327225
humans,15.206798326027315
humans,5.602600002140814
humans,62.737621681985416
humans,14.190400195176517
humans,20.97243650060724
humans,16.544186663585204
humans,9.262067639080195
humans,12.827171419781545
humans,9.344688710227622
humans,107.76753315222882
humans,7.340300961584983
humans,60.6992722788047
humans,35.20191886594014
humans,109.41172757899294
humans,69.38098477128065
humans,40.398509922525555
humans,11.877583057741354
humans,36.94690149788262
humans,2.1662497348508145
humans,3.6978968946758544
humans,10.607563312532553
humans,4.041638483209412
humans,7.700223844789861
humans,4.090825177101584
humans,3.773777846826703
humans,33.91579505584839
humans,16.274626385868917
humans,152.62558554895654
humans,8.941887363766677
humans,72.5097839585534
humans,5.1647058823529415
humans,9.26420299610827
humans,14.123177865370918
humans,33.27191614107784
humans,37.8520596525698
humans,43.51749687240808
humans,35.82523552326527
humans,34.07909874649585
humans,50.072401402699036
humans,10.120160848159985
humans,94.1342353116009
humans,4.046880066344915
humans,1.4016773128287139
humans,8.472489957323857
humans,19.629125163929345
humans,6.2163450358659995
humans,1.651501172465473
humans,122.14795035569878
humans,17.02048318044274
humans,1.7793085355353133
humans,4.408154130386577
humans,1.8150600450938068
humans,3.001715254602792
humans,5.032271185437696
humans,3.3300794310046746
humans,12.046449798867444
humans,3.66697940115464
humans,7.75296087077849
humans,24.732604487214868
humans,60.60850150803882
humans,10.32454026725968
humans,11.19974750392587
humans,22.52081037236807
humans,1.2355591312168073
humans,33.45689764458145
humans,40.54135072194486
humans,28.44099876865973
humans,1.8719167711706748
humans,15.458747592745059
humans,15.595185271646285
humans,37.98914114104291
humans,3.7473128630352095
humans,25.73258519643904
humans,38.29379844885028
humans,46.290641969921275
humans,53.15527955134564
humans,59.005892969814504
humans,34.49998969730821
humans,43.524276533023915
humans,23.740087981726614
humans,4.979462109304388
humans,34.928873591173385
humans,31.171442593065045
humans,9.611432403504164
humans,9.36750218735094
humans,14.316192677561485
humans,0.6447471934861377
humans,11.147701539679165
humans,14.551252439367408
humans,27.50794005114666
humans,13.24256987167304
humans,15.122625898663896
humans,13.175115102834145
humans,13.137424537771988
humans,13.380110486274678
humans,28.291045909769096
humans,71.4683652408915
humans,7.141477073161531
humans,406.02101408752713
humans,51.41178482821839
humans,38.21269067545307
humans,36.63673408294671
humans,27.067751413589125
humans,32.682300417605845
humans,31.066180686496693
humans,47.45110101717868
humans,43.880576900591535
humans,25.630022532203856
humans,55.012648442041666
humans,41.45112791464488
humans,29.430961823327383
humans,27.726073786205255
humans,8.520781643955523
humans,9.314104211479076
humans,93.9345250391376
humans,26.119586946199057
humans,34.85792826170658
humans,10.997513241856018
humans,65.95935532520416
humans,82.34362602575715
humans,36.710341746756875
humans,7.728266771157838
humans,18.39483537671376
humans,36.49600206236025
humans,7.800315755384163
humans,3.477618486003062
humans,2.570430461837817
humans,9.970411234429399
humans,2.193842589745224
humans,5.208634800292458
humans,2.099176342698183
humans,17.925993996009975
humans,28.09080891554495
humans,35.00884283238484
humans,90.47530433296794
humans,4.013836842903298
humans,73.02620401411379
humans,17.77523988020386
humans,10.568963406901394
humans,36.10991435783222
humans,15.908326639425958
humans,10.589358917941805
humans,25.19443572580446
humans,155.1831176384854
humans,80.70540732190297
humans,47.39501977188494
humans,1.1468161259604666
humans,29.601818275903135
humans,29.696792703184823
humans,16.586284282930027
humans,42.03807797699605
humans,2.416715894170138
humans,3.6526900998527756
humans,149.9125819514971
humans,40.85103171834012
humans,47.47786045167837
humans,41.48031432215542
humans,3.2211806726222423
humans,3.1773735269427403
humans,10.942112680700154
humans,14.720412508235205
humans,22.024560274139997
humans,4.243583139133792
humans,17.530652393717663
humans,13.11600489295724
humans,10.15003085577474
humans,17.798185636485428
humans,13.003224413219217
humans,5.635296267229341
humans,9.244159135293737
humans,21.086563365151303
humans,7.194932384888784
humans,11.205714668735476
humans,13.716796035438113
humans,8.62442971514609
humans,8.16791069372524
humans,7.138582393197003
humans,10.502803734042987
humans,6.956844927302498
humans,6.640811270028458
humans,27.683923470117833
humans,14.477675121478478
humans,17.828260320972166
humans,9.284766908852593
humans,10.202164398589233
humans,4.97817586642136
humans,12.644026606363202
humans,8.013884975173637
humans,4.554640677090391
humans,30.039960468100443
humans,64.3013523559927
humans,20.624230838804323
humans,54.20819759182466
humans,23.645333824773388
humans,8.045843033451415
humans,26.464285511783007
humans,20.257903510659407
humans,125.83557889448464
humans,4.967610687748273
humans,5.82706804801255
humans,34.167942224577544
humans,7.710035856470937
humans,5.562665120537389
humans,3.766912511751322
humans,8.954976486576308
humans,6.173630858693372
humans,11.799766933577908
humans,21.39124024044222
humans,6.299872560348311
humans,12.01881879119424
humans,43.185257976172245
